"_id",uniqueStudentIdCount,uniqueClientIdsCount
oR17p5XC6SsGA618AHtTdiQ1dwSs,4,1
oR17p5dNKcaJQnjWhm893_BVMKQY,4,1
oR17p5YIIPpbNPhFuFqfpCk-Xybk,4,1
oR17p5ZxCIxVhPsH_Cb9uSFN7rUE,4,1
oR17p5QN576eBhMV8dElfDU8JpOw,4,1
oR17p5XqnWnLZ1wgj0xN6v6q1LtE,4,3
oR17p5UIVPwoTbjXV5kOLlASElcw,4,1
oR17p5Zyh5nCFAhMS1fJRR8dy6M8,4,1
oR17p5W0kbWWUmDKts3coH6zVShQ,4,1
oR17p5e8aiF6eyvJrObl3s8FWwP4,4,1
oR17p5QsyQsxJVpDp5yl0lhfY2EA,4,1
oR17p5aei2qfn_PHT3g7XND8OjAk,4,1
oR17p5RtjXxgBt7vpmCpi1-1NmIo,4,1
oR17p5SmKXIrZkcS7czGZH0JqJu4,4,2
oR17p5ZLZZlwxlIVGaLuc_e_WJCA,4,2
oR17p5Zd6fmO2XOmkJvRPzhFib10,4,1
oR17p5RSFNcEwJ3Nk44FQuIrFuDA,4,1
oR17p5RJI7TuHKmdZTGLYBZo4Dbc,4,2
oR17p5VOrkrCFGjmREUu9nvd_Rak,4,1
oR17p5QmI6JIIN0d2gK34mg6gfWM,4,1
oR17p5X7_E2g-rHDsYEYmvNCD_dY,4,1
oR17p5ZM2GMmCvWxE_WciNeX9U_M,4,1
oR17p5YuPmqmddlahEe-y9gigBaU,4,2
oR17p5ZUICKsI_mDiIxTdYF1NWG4,4,1
oR17p5Ymq02IIrFRVtOACdHmOlDA,4,1
oR17p5TPMCA5yedwanDh9O2BleDo,4,3
oR17p5ccOTACfZ1BBhbhHkIhrs5s,4,1
oR17p5XB-pbL17b7qegkVSfn3pGg,4,3
oR17p5Xc_DkqMbHvqrChBerURgs4,4,1
oR17p5cnPbb_NJU-eXYXrIdAA5mA,4,1
oR17p5QwFjNh8X_tHCwoLcNx4RC8,4,1
oR17p5bt8OmcalMqqkCX9k-6gURc,4,3
oR17p5YxSnDXAempXB9ahP79ZQnA,4,1
oR17p5Vg-NPtaFLYsb0_e0ZAP6QQ,4,4
oR17p5XD4NhAMLTGM6VyZOzERVN8,4,1
oR17p5WY8SmyginQLn1eDAqFtgLA,4,2
oR17p5aRoyXGDqYRWrMq4_bv23xM,4,2
oR17p5VHLrKRE71BaRMMT6oWneK4,4,1
oR17p5eDENNPVmrXf6UihFuOI5SQ,4,1
oR17p5T_71Sp-xX6XFEA5DJBNIiE,4,1
oR17p5UDSjJK-8eFuAijS4WHGEA4,4,1
oR17p5dizOWKa6Z9uKic7-ucAnwg,4,1
oR17p5YprqtJJPVyyV4dXeGJrgaI,4,1
oR17p5QlPnOOIquwBljGeIjN_Knw,4,3
oR17p5ZR-QTwtcloqnnvRucmgxVE,4,3
oR17p5eekVTtCndHdUIRxOzMK1uo,4,1
oR17p5XPzZTEQr4wRI63sUgouQk8,4,1
oR17p5Z1NIcpc9CJWSmw_PEIycCo,4,1
oR17p5UAZ-HPVMhDBcL52hz-UReM,4,1
oR17p5fdEI1P1DJ3EXukJVJ9DD9w,4,1
oR17p5Yhif0hBUeQr4I7GqFINbMI,4,3
oR17p5Wup6b6cei1VqAuSrYmNWCA,4,1
oR17p5ee_rJhXvoQ9m8vUsSTJJ3g,4,3
oR17p5X7BOGlC6KdnYpWZQgg16DM,4,1
oR17p5cO6QJ8xTx6TsNtD8B7L3VM,4,1
oR17p5abQ7DaKGTyPc0CYmsLbcoA,4,1
oR17p5Y9rsehDAJHV1AJoJgBJG5s,4,1
oR17p5cmErcxcuqC464CIuLDNWYA,4,1
oR17p5dyXgb5bihdyxpFOBdwItlk,4,1
oR17p5cH4QBxQqSYL0_nJww-mb7w,4,1
oR17p5djX_kkpSeE9WG_ukHroufE,4,1
oR17p5Z9ESmQN0uxnqj214TwelOQ,4,1
oR17p5cM2H-0PM-chwvz1tj2Iimc,4,1
oR17p5Yfqxm-nByHwL_c4kU_JV0A,4,1
oR17p5Zc-A6D9Yn63r1It5s-s1lY,4,2
oR17p5Uo2wIHXN93hUZoLSJAILyc,4,1
oR17p5dZOUhHGLIr5SJwum5wNXJA,4,2
oR17p5UlPWAY6uCfMBmGgXZK859U,4,1
oR17p5UG86Ie9Y678qqRjJgn3qwI,4,2
oR17p5fp6UCpRKLTrlrnScNLvnYk,4,1
oR17p5bVhXkQRqcVwKXzRXRZKU58,4,1
oR17p5XNRC6NTTtOROsAj1stXwgc,4,1
oR17p5UYkJO0WG-gzf-0-CzoYfkQ,4,2
oR17p5aNTqGVCgeyOxFtuqhUby_A,4,1
oR17p5ca14r8e6iFSMT5eBIrwu1A,4,2
oR17p5c0ROkwFj9hVvDC73Ro_whc,4,1
oR17p5bgupX5eyqJjE9LZCs8vZmA,4,3
oR17p5cZKDMZ363uHA0nTfBGXSlA,4,1
oR17p5dInm3APfuOBUiexXx0tHQA,4,2
oR17p5a1v_YrNLCO8H7KcYeLaMoM,4,1
oR17p5e7YrYSmjFeSon3GEXUbNUU,4,1
oR17p5bCm0I2NBReAI5jzKVjoxyg,4,1
oR17p5bfYiKqnV8lQ78Hxfj4T8i4,4,1
oR17p5QJOOMN4LVZRAUrwjIfuaLQ,4,1
oR17p5azNPhFN4draI-dNaKYj_Ls,4,1
oR17p5dvKHarXllrw-K_B6k71HWI,4,1
oR17p5axHg8m38pvymztQKEROofk,4,3
oR17p5XMhnRnpQ9lLNHQ_PEmO44U,4,1
oR17p5Ra9Rlmn41-2dKvZ8Nn3bXk,4,2
oR17p5YoENGhcdtO7ibF_20YXZXs,4,1
oR17p5RSSI--cEnc9Rx7OqfBE-Yg,4,1
oR17p5Y8MPRiPvGFoeCbtS1XeZwk,4,2
oR17p5S1LMFEfeH4zLTmXUoM0vIE,4,2
oR17p5QeDCiA1310twWOy0wxE83g,4,2
oR17p5enfO4MA1PY7xj8j9kVyOkw,4,2
oR17p5XgQWXALK1BYg3EwOaGZuEs,4,1
oR17p5ehJm7ATxN6M8RfdZKGC2KY,4,1
oR17p5Q5TgvowgIfutMGU9IkYvI0,4,3
oR17p5ZEiAxXduBKvHs3-MLQtCBw,4,3
oR17p5Zqq_J81en6q_Ck3FGgYEh8,4,1
oR17p5XRk8ub3xYKO6G_ir4SY0C4,4,2
oR17p5YkZrw1i_8u4VASuOoXy_84,4,2
oR17p5Qa5JhlJHDLWYtzj8dQ-jDQ,4,2
oR17p5agUAA_Ek0h640ISlLiity8,4,1
oR17p5aB3QBwBLXekYKJFEuq7A6o,4,1
oR17p5Q6r_63wPcQVd0vZi35WSrk,4,1
oR17p5YYAmw7MvlV2vKhlF6ws1vw,4,1
oR17p5QbZG4AK5aqCiJ3FQtuR784,4,1
oR17p5V4-BHLy6wDVUx-AvmsV0qQ,4,2
oR17p5UWaIqoOJOfmCOujtaD852U,4,4
oR17p5QwKUI4tqdZqwCWpQ2U6FlQ,4,2
oR17p5YOtlF4VR_uF8fwvxESuE-A,4,1
oR17p5ZFCJjkDrSefhjboFoc-ZJE,4,2
oR17p5etS-JzlcUhcD8U-dIzfwaQ,4,2
oR17p5TkoXchXK464aKHMMBk3isc,4,1
oR17p5VFGgSvHlRiAA1Z1suDQoqs,4,1
oR17p5QOUQJ98vQPFMdaY6KS0uw8,4,4
oR17p5du2wksseCzwdUR5O8fBiyA,4,1
oR17p5Z6-Ac6hbayGcnZ-Mbop9MI,4,2
oR17p5SjRSx1GYVhn_-BRbkgbqs4,4,2
oR17p5TSAghz669jNnvOgbRDyw6M,4,1
oR17p5R_8ctWKczqOypLKY2JRpNA,4,1
oR17p5etwxtLj2WGOx9phbtSP0pI,4,2
oR17p5QQi2lR0ZWZQrB5SvFizB_g,4,1
oR17p5baG6o7jEpdeI_k5-NmLZyc,4,1
oR17p5UOs2cUaKtJJDoFRa6hvhf8,4,1
oR17p5acHjuKzPur0AI_Q0jl7EkQ,4,1
oR17p5fh12WB7aXD7JTpYTWwJR4Y,4,2
oR17p5SivcWHfyKV466D3-0f1kYo,4,3
oR17p5QIYMsA-ORml8KsasX976qY,4,1
oR17p5XDWRyTsRGrX2n56BVZ4cbs,4,3
oR17p5ZJF983wHA7nCUkwhpmJepE,4,3
oR17p5XZ8CDObFGa_IraMut7a_QQ,4,1
oR17p5d69wuiByTJGPolc9GChGh4,4,1
oR17p5YE95vxxGKjOsJpzKh_qHbs,4,1
oR17p5SvfCeRhe6mtpho04npNACU,4,4
oR17p5etiUIEUZWiQ6cLiTSW0UbU,4,1
oR17p5Qfmu7f3ztBiMIQv5QzwmMs,4,1
oR17p5e6_cm5RznjhOQ9klE22bZg,4,1
oR17p5dL068Hf2d8X2_qPBiHqs6o,4,1
oR17p5SXlieTKJfviEMCak7yxbi0,4,3
oR17p5e0-JtC6UEAVkmawUdMd86I,4,1
oR17p5ZdYD0EPjvINFLtU8A2iQPA,4,2
oR17p5eucRvOJPfU8ze7kujkZzhs,4,1
oR17p5XDRHgb8_c0AHljy8bCFxlU,4,1
oR17p5fnYA7txy2i8QS0T1Gfs4Yw,4,4
oR17p5STJxBtSzhiDh8MFjpPP9_w,4,1
oR17p5W_5OxQf5gBsba76VY2BN6s,4,3
oR17p5XRYqKUmNRLJdn6nO2MDs30,4,3
oR17p5Sbc-Tv1qOOFbz9HyE6yR0E,4,1
oR17p5adBIqcc2F7Z7V_AI0FYUI4,4,2
oR17p5dlkmPdatKMVV_ZxQdSNEbQ,4,1
oR17p5WFVbZWjYE1hif7tuInRB9Y,4,3
oR17p5RqX_DkuP7IZ1TtS6yzVShs,4,2
oR17p5Q4k9yCvVC7lgZcH2jCHsyM,4,1
oR17p5ZXGJuq8Ci7kuu8v-nAkFGw,4,1
oR17p5Z7gVYRCXnJ7iUZBMLfSB5o,4,2
oR17p5cRezWzPk-uenyNfyQDOMuk,4,1
oR17p5Xr0EVR7P_uPqKhAROYZtzQ,4,3
oR17p5Ubld3nqJcjIGD5tSM-qAXo,4,1
oR17p5ZM2j7s8vS_UCAaITd5ZwM8,4,1
oR17p5YTGz83xmbfm7EoKqLuFaO8,4,1
oR17p5QG0K-y1ihofvLUrLIeGMMU,4,1
oR17p5aE9k7Gq15sLYj7e1StnTNU,4,1
oR17p5fZEPGknRGqwF6GE7cRmIZk,4,1
oR17p5Yw7KwdXN7RdIM_NefDCZ8g,4,1
oR17p5brilcple0jwLIm2UpYy2pw,4,1
oR17p5cR4tPqQ2UWf06MjImahje8,4,2
oR17p5QlXZ3f34oA5qxy2ttsPKVg,4,1
oR17p5VDqoiXyI3kHjLAVairW8F0,4,2
oR17p5b2Z4p8k6_NB06ut5szXbqY,4,1
oR17p5eYuaVIgoJhgQvtecXIB9Xk,4,1
oR17p5cgA7rZbL1amYyGvv5nayBE,4,1
oR17p5TkkDguZaFYqox_l0JR7BqE,4,2
oR17p5XcKhRlcPZYWIQD4Hkxs4Ts,4,2
oR17p5fV4G-I1-QcjdGdgoQk1OF0,4,1
oR17p5YXjB7VYhYveyNyPsoO8DvM,4,2
oR17p5csqWVPS2FSAeckWb_uVPTc,4,1
oR17p5TGfJV-iZTvWVaLWbLWM4bU,4,3
oR17p5TLKFVD4NMxZGI0NJOnml_E,4,2
oR17p5Qgm8SFGCKoeEVhqmkN2S_Y,4,1
oR17p5TacJc60Ja3J4GDWAU5EXJw,4,2
oR17p5VIXgQizmm4F2wFFtqmScg8,4,1
oR17p5fMXrPBOgnTfuvD_QlrWtMM,4,1
oR17p5Wp0Y1H9-rdziuLVvxIe0w8,4,3
oR17p5dGon9x1nGqwomqY5BDIlP8,4,1
oR17p5UJCT9tVX5iI45Yw08clylA,4,2
oR17p5XtwNEL32a70cxqbeFnm9Cs,4,4
oR17p5doJe47NKLgRkfY_eZ19b74,4,1
oR17p5aT_gBQNdIw4pP0ht-_Fl2w,4,2
oR17p5b8eY5hS0__vybT6cqdLShc,4,1
oR17p5T-u8fcRRqnY9mSJSYbGoKY,4,1
oR17p5fUkj_81hhr9AWM0862-enA,4,3
oR17p5ZsCBJ_VPdKcswWdCKk1Pgg,4,1
oR17p5TggnllXKC2e52lMGa4QX-c,4,1
oR17p5fsP40nNum3a3oJu1Hr01tU,4,2
oR17p5Rm7BHXVzi4FSNvDl276BFQ,4,1
oR17p5SJRDsAsjVGM3Qqkq_bgqCk,4,1
oR17p5YOXrI0bPLlXnt67RTwlw3U,4,1
oR17p5ZlbSMRd2tlC5KsugVbY9rE,4,2
oR17p5fidH_Kpbtz22Ws38LIbHaI,4,3
oR17p5cTEcVJh3s9JeqC08pe5oyc,4,4
oR17p5aul9fDoS2iAhOZON9LAokI,4,3
oR17p5WcGbyFq2TCgM1bIjola6dM,4,1
oR17p5bxV85hOcCrlRLS7wZZ5rc8,4,3
oR17p5XsdeQHCBB5imDXOkyP8siY,4,3
oR17p5ZaCNjh97I7jzVsuWOlzmXE,4,2
oR17p5T_M1yJCNgF140AHFmvBLho,4,3
oR17p5YkjtSKgtbCLuB3tCatlZkw,4,3
oR17p5V4zA4yV-e9dPqxuAUqLoZ8,4,2
oR17p5aS8OyyCHuHW7GFTLkvYEiM,4,2
oR17p5bCeYA3-Mibi83xlsN9mhbo,4,3
oR17p5a-whR_t33F-qSwnWk8HrEE,4,1
oR17p5UXCPlH1gtpPZtw2feF9jfU,4,1
oR17p5encGdgX3do6kXxXBe144j8,4,1
oR17p5epY5I8YMmrQDszOF1HJZiY,4,2
oR17p5b93ZuVI2KiyFh9fuKVXpLY,4,1
oR17p5UpFP09DTeT_kTgAI4FG5To,4,3
oR17p5aogR5nRF7qcW7MZbV4V4gc,4,1
oR17p5aXTAinwXc_i4AzTwRdljdE,4,2
oR17p5efZAAsihszozvjMAiu_yRk,4,2
oR17p5a0PwFYK4CyJgVeMN_hJ7qA,4,2
oR17p5U2YTkj1m5UQ3ZPvS9A4f_4,4,2
oR17p5UGxemmsyOfpjHO8PBRdPpU,4,1
oR17p5d-pHvixoG-_jXxSJM_64dw,4,1
oR17p5ZwkYIOX0BKtZF1JwRXAk4c,4,1
oR17p5Y2pNiRHufQw-mNQSQD1Ig8,4,2
oR17p5dOLKnMHm7HAUc_LsOGnGY0,4,3
oR17p5UzzQ4kBgmWWI784Km74Mbk,4,4
oR17p5fqiIRjCFm1G1nlbwQGSajA,4,2
oR17p5VdMofrttcWomchREvoFM2o,4,2
oR17p5UKMR4-F9pFzLfqT4XEiG-I,4,1
oR17p5X4yln5cogFs9nvzVS1cSgs,4,1
oR17p5QQGjeHnSU-_B0ov-yVh6QQ,4,1
oR17p5TBtSx00N-QHTkhrGQF0Yqc,4,1
oR17p5WDwTiEsqC2jeoJoTNwt6o8,4,2
oR17p5QOolRedGkKJDPsAfXMVD3c,4,2
oR17p5fZLPH9wjk6vFL51ySWiKNY,4,1
oR17p5bHgH8h7rc5mvcxiinfb7Rg,4,1
oR17p5Q_3fFDToWLYwdpS3Rj4mR4,4,1
oR17p5adfEYp_CooeuLix3kCH2IA,4,3
oR17p5X09t7DZqi_20w9eoRrd_gA,4,2
oR17p5ShNjxHAzfXYc7O2fthZgHE,4,3
oR17p5Wnl9jwNrgdRXTjFaCSWn_Y,4,2
oR17p5RdkX9Na-eVjVaq_hsf2CB4,4,1
oR17p5X6FXJQnX6Rsa6RxkfiXVjc,4,1
oR17p5V2Z3OKcF_ougyuyDgapzcc,4,1
oR17p5axW27bgqF_5U-MajMxOXOM,4,1
oR17p5dE-Ye3RTI88137n4YDo90c,4,2
oR17p5Uq1-PJ6DUh-iHM-hYhYBhg,4,1
oR17p5SV-iEesxk33IqSyExfaI7s,4,1
oR17p5bd99rHkQm5NAItWyYcWwv0,4,1
oR17p5epFAAwzWIUANz_7FDAQbuM,4,1
oR17p5TTP6CLgXRC6BfKOQ7cvQps,4,1
oR17p5VqLUtHQ2_GYBbZrcnzhbVk,4,1
oR17p5R4MdXGITrsxMT4h-IVZ7gs,4,2
oR17p5cmCjclz-BqIEuO_QK5GTR0,4,3
oR17p5fGo0yUKwimq-RGm7IqSVOQ,4,1
oR17p5T-wWbPPsAAtw6j-5P6MdY4,4,2
oR17p5ZRqfZVmhFhz6TKMNaEjkLw,4,3
oR17p5Rr9O1Mw_VbFEk1FIews92w,4,3
oR17p5QJiRLpXUMShvvhAin7KilA,4,2
oR17p5RAKu9lbvjZAH1-uA8an_eg,4,1
oR17p5aAk7jsNtUgvMCZOVMJ5GGs,4,1
oR17p5RMJ5u8k2HY-UprAJdKmJzg,4,1
oR17p5fkOvjrGLAVXStBiN7XLp_U,4,3
oR17p5Yx9HZNgetX6Fqv7Q7-XDL0,4,2
oR17p5QK0MfzBJgUraJKS4Kenlpg,4,3
oR17p5UCos1tqXnmr_C1aMypMNC0,4,3
oR17p5eh5SCPLiyQgYQt7eoI1Rvg,4,1
oR17p5Xa2RDwJODa-JkG7mcGAhnA,4,1
oR17p5ZV7-tBDWq_PQYAIQZZAhx0,4,1
oR17p5ZtJ8DMzcFkwaUWidbYXL1A,4,4
oR17p5UZJrOMQS6NPORcne23iUGc,4,1
oR17p5eGg6ZQbxwR0ihHRtznZoNY,4,1
oR17p5W65bmOJV_lrbqDB099EsDg,4,2
oR17p5djbhu4sMTigbPhG3HvLrTI,4,1
oR17p5dIx8JPE4qmjz0bfKsbr52g,4,2
oR17p5Wt508f_yTKVnSGnrKSYxFE,4,2
oR17p5dlD4nD9FExNYfnws3_UC4A,4,2
oR17p5UzBisSdwFC4R20XZRLUJlE,4,1
oR17p5aIxyWs54snw4lxgByp1gx4,4,2
oR17p5csodKZo8d6XojR4Y6boq48,4,2
oR17p5daQFWp555-GdRA8ch9MtNc,4,1
oR17p5de2EoQ9rLohEV37qkCgThs,4,2
oR17p5VZnQjfWrdQJyiy_HJ5xpcg,4,1
oR17p5Xj_Mwn09APE6VgJfbuJtzo,4,1
oR17p5SlNwpw0ynIJNNqSf2CzvcY,4,1
oR17p5UgVsa2qV9tufeOEQEoQA-g,4,1
oR17p5SqJhAWGHb80FivtXbEeAYs,4,2
oR17p5aqk6e_siE5gQejDGqNqySM,4,3
oR17p5Wwi5fTqV8bs-OkzRUIJXlg,4,1
oR17p5XUux6FAzYgOLXZfxIPs71Q,4,1
oR17p5bwmVp0yzXmTjWrnhFZP2AI,4,1
oR17p5cWGGOClaVJlkcIhOiwaMLI,4,2
oR17p5XAvc1ZYtyuGL_V8_uMixoQ,4,1
oR17p5RWiLgNde56Psvd53jvjp0s,4,1
oR17p5VN1SRHLAoVcdg0VvUPMynE,4,1
oR17p5RhtQaVFWu5zF4qkmC1NmLE,4,1
oR17p5WTaGDa-K6h2ATVg59wyaLI,4,1
oR17p5ZT4IGFm582VZ4t2uj8FCzo,4,1
oR17p5bbnBwQ1FHajHvOXKucTy6E,4,1
oR17p5a2UXA_MEQLJjAgUl4Yhrlc,4,1
oR17p5WiSFzblzLqUUzSpWyvhiyw,4,1
oR17p5fVvb70V28Z3px0hPUop-Vo,4,4
oR17p5eqIH0zXX_YctQyUY0F4n7w,4,1
oR17p5ZM8deIbT4WFfNwlg36RRac,4,3
oR17p5YCeS9NW0E7c5MF_2E2YOV8,4,2
oR17p5WJBBowbm_Rdai5e11Erb7o,4,2
oR17p5V2hcufQxdNaYWMd_DNbdzU,4,3
oR17p5ZlOqGT5OcSTArN3MEQ5VfU,4,1
oR17p5bYiHyd6ZOTAXP2VktIbJ4k,4,1
oR17p5VtYKULj6jUBWaCY8Aq52cI,4,2
oR17p5eZxipcpA_pFFfI-hfUxuts,4,2
oR17p5bZU97mr7oKY5SFz7QWe52Q,4,1
oR17p5RtOb_JKHrBkElQB8bXNz4A,4,2
oR17p5SeYQzWecgPH6oX_QiDiJHE,4,3
oR17p5cAAphNI_GYXgp1CDqWEPNk,4,1
oR17p5aeKwnBno69c_nyq8BHBKpA,4,1
oR17p5bd9DMLVZvTGzMWUxOh4n8s,4,1
oR17p5fDTOI1wxXVvx8UyWu7Fud8,4,1
oR17p5Uubzq29Wg_fXwLDv8l_zko,4,4
oR17p5YO7pTH0LC6VcI3zwGr9zrc,4,2
oR17p5T52saVAqt830Wlcd9LcdNE,4,1
oR17p5UcRaQMk4vKFUtbNKe61028,4,2
oR17p5fFU5L-OL9HyxGW4UeLWU-w,4,1
oR17p5XMKeaFjgp3NI2N8xCOHWAo,4,1
oR17p5XEOGrt_xhICGT0ydP0tvzU,4,1
oR17p5SX9gmZa4yVvT8CQw2WSBeA,4,1
oR17p5W_ppTe-fPnl7IfV6mVkTE0,4,1
oR17p5Z2XY9z0vpKx-CGAsFU8xqQ,4,2
oR17p5RnRaceKVueW_dDFgmG8s04,4,1
oR17p5XR7fBdlCRDtroJevFUL0nM,4,1
oR17p5c44OvDyigYHjduqjNNdSbY,4,1
oR17p5WC3-aEsD_70lMdeGo7EAXk,4,4
oR17p5VkLSZEi6fxv2rcSoJbTdQE,4,2
oR17p5TV_2-O4EOgtTYaU8tWyFls,4,2
oR17p5SHXawekG-xs0zUdt7k2Ax8,4,1
oR17p5SM4kNLEJVtARz5RJAWOMnU,4,1
oR17p5cdgfQx_SUcQ7L5iBaLS60Y,4,3
oR17p5RM7Bs-g_ybXqsaUMjJllf4,4,1
oR17p5VXWRn9LcQGhUdNH2mDfQhM,4,3
oR17p5TbuTv6vdCMjmitXlkUfhG8,4,1
oR17p5Rjr4W3sfm_Jmr2sQFVXZS8,4,3
oR17p5fEVmh9pRHZpRUf3CxEhGdw,4,1
oR17p5Y8U3SwrruX42Vl37Xni2lU,4,1
oR17p5biZxtQ_PcHYMK7bQbFHLTc,4,1
oR17p5WY5vdjDFcdh7rVR4mc4ud8,4,1
oR17p5dVFlKAgey6JTgti2JjXUjs,4,1
oR17p5faa5VrwRHuCHjMA-aRkfao,4,1
oR17p5XaoNpyz4wijhFiCwi3JXuU,4,2
oR17p5cjry7LjXCyaBcYOmuTJyx4,4,2
oR17p5VYwDSnFoC9FUNFAibwWqt0,4,1
oR17p5dTC2gMO7_Gg6wZwSBsKRhU,4,1
oR17p5WUsAXZAf7xCZc7xN1O0NFc,4,2
oR17p5RU7IKLYZjH78XrXUJT8s2Y,4,2
oR17p5YxnBwqUBZVxo05zXBFTg28,4,3
oR17p5bmFdwGi1v9gL0-831O2Jng,4,2
oR17p5bNjj2xAVtyzz_vupN4exL0,4,1
oR17p5Ydegm_m0SD1jECzuUd-Uo0,4,1
oR17p5eqYocIY01-JrIJ_OcATYyI,4,1
oR17p5dNKluI8C0FA3wgdveyUf5w,4,1
oR17p5TaGJAEqdtIcE-rZADujnRs,4,3
oR17p5RnC5GFI_CCAd1-hqlBj7QQ,4,1
oR17p5TPyk6XsUyHirH1CgEGkWsE,4,2
oR17p5YEbNFDFaihhbSosmBkfEHA,4,1
oR17p5YjShrZsrsKc7VE-pdG4PwY,4,3
oR17p5YaiY05VmBRbqG_mLlbhW0Y,4,1
oR17p5W_X9k9JWBC_J5jeWY0Q37o,4,2
oR17p5Rq42dCUnr227r-kISMXsTQ,4,2
oR17p5XhJ03Ri0MINe2rWxKsunuI,4,1
oR17p5XomIXpestITublw1X5YTSA,4,3
oR17p5YGpPzSzPP46r2mOOnN2mCk,4,1
oR17p5Utq4KBBVd1VZY0ZtR6ZFfg,4,1
oR17p5V_qbwjVoD0t4oQfLoCSNiE,4,2
oR17p5aPvbXFRaoaBNwhkWq037a4,4,1
oR17p5eynvbs5v4p9rQZTtec_QI4,4,1
oR17p5WBM_GUdiQMK4LPKf21f4t4,4,3
oR17p5a_d4hGJqd3iG_9arEZJkwk,4,3
oR17p5QNr9DMCevO9SKug1Uaqfzo,4,1
oR17p5SGAqC1dBYYxzLkweHPfA2o,4,1
oR17p5f5VRequ3co-ZOEree0yYqE,4,3
oR17p5beiu5Co7ke5LpVkZypXuaw,4,2
oR17p5TyvG6OWyGvjcSQjO00VK9g,4,2
oR17p5VY5lepFWLh91x62ms6vvBU,4,1
oR17p5SMq7iOCpjJrNfpIBhBiRSc,4,1
oR17p5XuOoTQqmekm4uSy_MZ6jJs,4,1
oR17p5b7C4nosjlUBNyMKeFvrP2c,4,3
oR17p5TaQv7BeFbedT5mvFrQOqng,4,1
oR17p5T4qOA0rAXhMH8Lhn9XwVmY,4,1
oR17p5QiFHx_0D3FUxu_xOzDtAnQ,4,2
oR17p5fLExYAVoXP91RX-ZSbaFsY,4,1
oR17p5V8RiSoy6LYZ0NUlMfV4xnQ,4,2
oR17p5UTFpll98_wzl8G4sQB8XVw,4,2
oR17p5dJRvZ0qCkHKA6x-BXs-6rc,4,1
oR17p5eAZF4HQu3GBsf4BOQUmb_4,4,1
oR17p5eLEjPKflVnErxnavYguneE,4,1
oR17p5c5SU0W3G9QwA-fJDxutXPE,4,2
oR17p5c5Fwn4_dt8WIzt9MQEQ2dQ,4,2
oR17p5Zu2yKkcsoWSYJBmDcgilho,4,1
oR17p5VSNv0h5TDtDcWeM2Io6rmQ,4,1
oR17p5f2LmZFRyIX0NqKPw4pW0gk,4,2
oR17p5RaYQlV5hda4mAMCMFpHWMo,4,2
oR17p5XS4H9-cclJ4tWds1a0wcMA,4,3
oR17p5R-3wPEqgkiInFbvzQ2ZZGM,4,1
oR17p5Rmd19FLJAzHHv8bVataRYM,4,1
oR17p5RQIlV2ak8d-0KOeCrOsWRw,4,1
oR17p5W50ibMH8K6lFdjQnL00EJs,4,1
oR17p5QsMgw8zYg5NiLi-TnWYhNA,4,2
oR17p5S164_GMU9l8Ci5oKbFAB24,4,2
oR17p5YegrWMW81R4GSzBs7BTMU0,4,2
oR17p5a-y5p8PMJB06Poxzu9XPu4,4,1
oR17p5eO988s8y3R3JdXV-5lqf1U,4,1
oR17p5ZAfzahQphcKaYVjKk1S_4U,4,2
oR17p5aj4zAnsaH_0RvmrmfseAyw,4,1
oR17p5ZgeizC6OJ6rhZxxq3-RRAk,4,1
oR17p5U88bJd4VM3VlTGPbxup7CY,4,1
oR17p5SaL0wkcoOJ7aFh3SLxZgZE,4,1
oR17p5RU-lXtU-zSdVMV1O_4ayiU,4,3
oR17p5W1QfqR4uCrnoUyjIHkIf8M,4,1
oR17p5THRpph_hZEVGTlqmokGcpE,4,1
oR17p5ZhhNGQzwa9_0cThk2WFRTc,4,3
oR17p5Q12km8u0z2LeYFEafKerm4,4,1
oR17p5a4CXpAOuIKNfZmYa7cR-Tg,4,2
oR17p5blz-G2knLPgr-ZJOWmmlWg,4,1
oR17p5WXnCFaNdpPfzxK5WFV6aL8,4,2
oR17p5R9d20lpM0Z6ETjzRyG0cjc,4,1
oR17p5dPPmvs4AX41NeDBVl1RlL8,4,1
oR17p5cgtYOjq1MOtD5Wc35e6hZA,4,3
oR17p5SYwbDJZTepJ3HdlNpq6Ibs,4,2
oR17p5co10TTtUpz-_VIeYHaF7-Q,4,2
oR17p5V0-tzALdgOfR9U4WRfhrQc,4,1
oR17p5Rc05Mn14YMCwXR2BF2lkpQ,4,2
oR17p5Y_rKwqOqikrZTx91aChVoQ,4,2
oR17p5SaaWkrDPNqXZrTNVKuNIMA,4,3
oR17p5TH26DPqJ9FMfGCGFnbdyDM,4,1
oR17p5b3VP__--zAuTHHJSBws55c,4,2
oR17p5dsDvO0Jy0ULnDn1VgSrYkw,4,1
oR17p5dzVyWGRK6R1uvi2oYnvDx4,4,1
oR17p5YzFXRr-lWh_jjrMyRak4h4,4,1
oR17p5X9Nkrkc9eVCKhnzYNRsp_E,4,1
oR17p5f-GYGGo_TI8kO7H31ErU78,4,1
oR17p5V4Mk7bwrYTbqux3lDrxFw8,4,3
oR17p5TFkwxFxWO6Azr6jcnvbXag,4,4
oR17p5VRfOc2EbyYfU6woMosIAhk,4,3
oR17p5T3USwijPw1_Mhw5Xa5xmU0,4,3
oR17p5bfCWSbgfstnINq0gfrmgrY,4,4
oR17p5VTQiuHF_4rUx7FMf3Af9MQ,4,1
