"_id",uniqueClientIdsCount,uniqueTrainingPersonIdsCount,uniqueClientIds.0,uniqueClientIds.1,uniqueClientIds.2,uniqueClientIds.3
218.23.118.35,1,2,dongao123,,,
112.30.75.48,1,2,ZHKJAH,,,
60.171.147.65,2,2,004,dongao123,,
60.171.132.5,2,2,dongao123,ZHKJAH,,
223.244.122.10,1,2,dongao123,,,
183.160.124.114,2,2,dongao123,ZHKJAH,,
36.33.156.118,2,2,dongao123,004,,
114.99.238.116,1,2,dongao123,,,
60.170.119.57,1,2,dongao123,,,
61.190.202.170,1,2,dongao123,,,
113.248.33.130,1,2,dongao123,,,
220.180.137.187,2,2,004,dongao123,,
120.242.8.209,2,2,ZHKJAH,dongao123,,
60.173.87.150,3,2,004,ZHKJAH,dongao123,
220.180.150.232,2,2,ZHKJAH,004,,
218.23.114.7,1,2,ZHKJAH,,,
218.23.123.52,2,2,dongao123,ZHKJAH,,
117.65.191.231,1,2,dongao123,,,
117.64.67.69,1,2,dongao123,,,
223.215.131.235,2,2,ZHKJAH,dongao123,,
112.32.177.221,1,2,dongao123,,,
220.178.181.46,1,2,dongao123,,,
36.4.236.160,1,2,dongao123,,,
220.180.150.230,1,2,ZHKJAH,,,
36.57.118.40,1,2,ZHKJAH,,,
117.67.69.69,2,2,ZHKJAH,dongao123,,
183.167.192.144,2,2,004,ZHKJAH,,
183.162.228.98,2,2,dongao123,ZHKJAH,,
114.104.92.179,1,2,dongao123,,,
218.23.217.178,1,2,dongao123,,,
183.162.205.134,1,2,dongao123,,,
120.209.49.108,1,2,dongao123,,,
60.166.60.81,1,2,dongao123,,,
111.39.134.3,1,2,dongao123,,,
36.62.206.29,2,2,ZHKJAH,dongao123,,
112.27.238.181,1,2,dongao123,,,
218.23.124.75,2,2,dongao123,004,,
60.175.91.100,2,2,ZHKJAH,dongao123,,
42.49.236.108,2,2,ZHKJAH,dongao123,,
58.242.44.38,1,2,dongao123,,,
36.57.7.140,3,2,004,dongao123,ZHKJAH,
60.173.88.61,1,2,dongao123,,,
117.64.75.61,2,2,dongao123,ZHKJAH,,
218.22.170.13,3,2,dongao123,ZHKJAH,004,
36.33.24.209,2,2,dongao123,004,,
114.99.215.150,1,2,ZHKJAH,,,
60.173.66.170,1,2,dongao123,,,
218.22.52.171,2,2,004,ZHKJAH,,
220.179.59.21,2,2,dongao123,ZHKJAH,,
60.170.224.158,1,2,dongao123,,,
117.71.69.124,2,2,ZHKJAH,dongao123,,
211.141.218.174,1,2,dongao123,,,
36.63.46.119,1,2,ZHKJAH,,,
183.165.120.102,1,2,ZHKJAH,,,
114.105.90.125,1,2,ZHKJAH,,,
60.172.4.132,2,2,ZHKJAH,dongao123,,
112.132.11.65,3,2,004,ZHKJAH,dongao123,
120.242.13.23,1,2,dongao123,,,
36.7.67.235,1,2,dongao123,,,
58.243.57.18,1,2,ZHKJAH,,,
